,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
51,3,0,25.390932,0,5,0.22727273,5.0244045,11,1.704,-1.22590989999999,81.500191,8.6190128,84.105576,0.0,0.0,170.92645,0.0,38.104378,16.7855299999999,18.439579,6.37115,0.0,38.104378,18.439579,49.740002,18.842079,1.0995896,24.524654,25
52,4,0,22.777657,0,1,0.055555556,2.2996597,7,-0.50400001,-1.83456,42.573959,0.0,38.557255,34.546043,0.0,94.973206,47.69643,114.35413,13.281486,18.01075,0.0,0.0,0.0,18.01075,118.36,64.033043,45.001736,97.925949,29
53,4,0,33.975967,3,3,0.090909094,8.9062853,11,3.2579999,-4.82096,129.01093,0.0,95.216286,0.0,27.133842,218.90776,24.259378,13.433075,40.94717,62.264381,30.233366,0.0,14.960114,50.312233,72.879997,13.566921,23.167019,46.383339,55
54,5,0,35.891968,3,4,0.12121212,7.432653,12,1.892,-3.4136801,149.140239999999,0.0,60.252483,0.0,27.133842,245.66438,35.259266,13.433075,40.94717,80.703964,31.458588,75.473625,25.960001,68.751808,82.110001,16.070677,23.167019,48.887096,55
55,2,0,27.80414,0,4,0.18181819,5.1935067,10,2.5580001,-1.92208,134.48773,8.6190128,112.89962,0.0,0.0,179.88962,0.0,21.808937,16.7855299999999,18.439579,5.513495,0.0,21.808937,18.439579,36.849998,5.6825762,11.190562,11.365152,28
56,4,0,31.789555,3,3,0.09375,8.4956017,11,2.9619999,-4.66049,116.21476,0.0,86.514969,0.0,27.133842,210.37698,24.259378,13.433075,40.94717,62.264381,27.047791,0.0,14.960114,50.312233,72.879997,13.566921,23.167019,46.383339,52
57,5,0,25.605692,2,3,0.12,5.55807829999999,11,0.95599997,-2.7158401,51.902584,8.6190128,60.003403,0.0,13.566921,150.66017,0.0,89.745316,30.502958,25.385227,3.185575,0.0,18.30409,5.2587838,99.599998,51.266022,34.245701,70.515518,42
58,4,0,24.666933,1,0,0.0,6.8357353,8,0.93699998,-1.64727,50.065208,0.0,70.505623,0.0,0.0,123.03276,61.77034,3.1243138,16.919268,18.439579,10.781946,18.868406,64.894653,18.439579,52.93,2.503756,0.0,29.637598,49
59,4,0,18.107691,4,4,0.26666668,3.5605135,9,0.433,-0.57353002,66.981667,0.0,56.44981,0.0,27.133842,127.78632,0.0,16.557388,47.724434,69.21003,0.0,37.736813,3.1243138,31.872654,77.839996,13.566921,23.167019,54.267685,20
60,4,0,31.789555,3,3,0.09375,8.3289356,12,2.6689999,-4.64046,144.83826,0.0,76.468605,0.0,27.133842,230.46971,24.259378,13.433075,32.983234,99.143539,33.418941,0.0,14.960114,87.191391,72.879997,13.566921,23.167019,46.383339,53
61,4,0,17.356106,2,4,0.19047619,7.3601732,10,3.839,-3.5055499,21.478622,0.0,33.211121,10.885262,24.733065,101.92349,0.0,10.502212,49.46632,25.385227,9.5567245,0.0,19.399862,10.502212,69.889999,10.885262,21.408051,54.984627,30
62,4,0,30.44314,3,3,0.0882352959999999,8.1454315,12,4.1810002,-6.1290698,120.7345,0.0,98.769875,0.0,27.133842,210.88571,24.259378,13.433075,40.94717,62.264381,27.047791,0.0,14.960114,50.312233,72.879997,13.566921,23.167019,46.383339,57
63,3,0,41.499382,0,5,0.1923077,5.5244045,12,0.96399999,-1.58878,191.23511,8.6190128,92.806892,32.016521,0.0,230.61407,0.0,54.333122,23.187748,55.318733,6.37115,18.868406,6.16143509999999,55.318733,59.650002,32.016521,13.6984179999999,37.6991,38
64,3,0,17.220898,2,4,0.2,7.3601732,10,3.5929999,-3.69033,21.478622,8.458519,33.211121,0.0,27.133842,93.358292,0.0,13.433075,23.862217,25.385227,33.418941,0.0,0.0,13.433075,54.369999,13.566921,23.167019,40.700764,28
65,4,0,28.670553,0,6,0.25,5.6397595,13,1.771,-1.41425,111.52843,19.809576,116.01276,18.842079,0.0,170.12265,0.0,54.644863,16.7855299999999,18.439579,8.69906999999999,0.0,54.644863,18.439579,62.630001,32.001583,12.290153,37.684158,29
66,4,0,36.16238,3,3,0.0882352959999999,9.3001318,12,3.5929999,-5.2948799,141.80708,0.0,113.96396,0.0,27.133842,227.43854,24.259378,13.433075,40.94717,62.264381,33.418941,0.0,14.960114,50.312233,72.879997,13.566921,23.167019,46.383339,57
67,2,0,14.963277,4,2,0.16666667,3.3593719,7,1.0599999,-0.99023002,41.218807,0.0,47.748497,22.301268,13.566921,89.7869489999999,0.0,8.8119249,23.862217,43.824806,0.0,0.0,3.1243138,24.12719,40.540001,13.566921,8.458519,27.133842,17
68,3,0,21.252106,3,4,0.2857143,3.1902699,8,0.79100001,-0.83841002,74.747238,0.0,37.702133,0.0,13.566921,146.79744,0.0,8.8119249,34.862103,64.75106,0.0,18.868406,3.1243138,45.053448,49.77,16.070677,8.458519,29.637598,20
69,4,0,31.118553,3,5,0.23809524,4.6051717,10,1.704,-1.44728,79.922905,19.442305,49.342628,0.0,29.637598,159.10547,18.01075,18.742893,73.925056,20.497431,0.0,56.605217,5.7386465,33.501678,67.870003,33.036201,56.711273,38.718777,31
70,2,0,17.149691,3,1,0.083333336,3.30696579999999,6,1.20099999999999,-1.14842,52.499371,0.0,85.243851,0.0,13.566921,88.271355,0.0,8.8119249,27.844185,25.385227,0.0,0.0,3.1243138,5.6876111,40.540001,13.566921,8.458519,27.133842,18
71,2,0,20.954105,0,1,0.071428575,2.8569367,8,-0.37599999,-1.27187,99.237297,0.0,13.192325,0.0,6.65111919999999,149.07393,32.897186,19.909843,0.0,55.318733,8.2055683,0.0,19.909843,55.318733,55.290001,5.6825762,28.402819,23.425066,19
72,5,0,21.927277,3,4,0.13333334,6.8409014,12,3.773,-4.8380098,33.878368,19.760618,28.694408,0.0,32.816418,179.0787,0.0,35.548317,42.104252,25.385227,31.162941,18.868406,66.370552,15.760995,82.860001,28.670536,34.357582,55.804379,45
73,3,0,11.158863,0,1,0.1,2.6902699,5,0.78799999,0.082000002,38.072845,0.0,20.956217,0.0,5.6825762,90.868553,50.770454,16.7855299999999,0.0,0.0,2.7567475,0.0,67.555984,0.0,53.349998,5.6825762,0.0,32.816418,13
74,3,0,18.178898,1,3,0.16666667,5.8433366,10,3.293,-3.5457799,42.0592,0.0,49.883102,0.0,13.566921,113.93887,10.999887,7.7454643,23.862217,25.385227,3.185575,0.0,10.999887,7.7454643,46.529999,2.503756,14.708499,29.637598,26
75,4,0,10.725656,0,1,0.071428575,2.0580783,7,-0.382,-1.76565999999999,18.954454,35.49115,24.509808,0.0,13.302238,112.90838,65.794373,50.234066,16.6630079999999,0.0,0.0,0.0,50.234066,0.0,106.5,15.103616,38.062698,65.692207,15
76,3,0,23.438519,3,5,0.33333334,3.8593719,10,1.099,-1.16562,92.448318,0.0,75.197487,0.0,13.566921,145.28185,0.0,8.8119249,34.862103,85.677322,0.0,18.868406,3.1243138,65.979706,49.77,16.070677,8.458519,29.637598,20
77,3,0,43.685795,0,6,0.22222222,6.1791053,13,1.325,-2.04143,179.67314,8.6190128,84.105576,32.016521,0.0,219.05212,0.0,54.333122,27.169716,55.318733,6.37115,0.0,6.16143509999999,55.318733,59.650002,32.016521,13.6984179999999,37.6991,39
78,4,0,33.975967,3,3,0.090909094,8.8894491,12,3.26,-5.1344099,129.01093,0.0,105.26265,0.0,27.133842,218.90776,24.259378,13.433075,40.94717,62.264381,30.233366,0.0,14.960114,50.312233,72.879997,13.566921,23.167019,46.383339,54
79,2,0,17.149691,3,2,0.16666667,3.3593719,7,1.353,-1.02298,62.545734,0.0,56.44981,0.0,13.566921,98.317719,0.0,8.8119249,23.862217,43.824806,0.0,18.868406,3.1243138,24.12719,40.540001,13.566921,8.458519,27.133842,17
80,5,0,29.112104,2,3,0.11538462,5.55807829999999,11,1.153,-2.6098499,87.937431,0.0,60.003403,0.0,13.566921,178.076,3.1243138,71.7345579999999,30.502958,25.385227,3.185575,0.0,18.30409,5.2587838,90.809998,51.266022,34.245701,64.832939,46
81,4,0,26.447725,4,7,0.29166666,5.2876935,11,0.44600001,-3.57594989999999,37.269047,34.476051,62.005161,0.0,40.700764,176.14088,68.918686,22.648804,66.688255,0.0,27.047791,18.868406,16.7855299999999,22.648804,122.88,46.383339,60.551861,75.4909819999999,33
82,6,0,54.7999,3,12,0.34285715,9.0075684,17,3.1300001,-4.2884302,189.9012,41.538612,60.909191,0.0,39.467537,329.14194,50.90794,21.151968,73.156906,120.06979,4.4107962,226.42087,6.2486277,109.58791,131.98,16.070677,43.339603,84.37207,47
83,4,0,27.540934,3,6,0.35294119,3.9747272,9,1.114,-1.31443,83.521385,11.154908,85.243851,0.0,13.566921,164.96753,0.0,8.8119249,54.388493,85.677322,0.0,0.0,3.1243138,65.979706,59.0,18.574432,23.167019,32.141354,24
84,4,0,28.769346,1,1,0.03846154,6.8357353,9,1.20099999999999,-2.0596001,75.062866,0.0,70.505623,0.0,0.0,150.50241,47.385002,3.1243138,16.919268,18.439579,10.781946,18.868406,50.509315,18.439579,41.93,5.0075121,0.0,18.574432,51
85,5,0,33.329346,0,7,0.21875,7.8989797,17,2.204,-4.84093,72.261787,40.533314,69.774979,0.0,0.0,198.52092,32.897186,100.95881,23.426271,18.439579,8.69906999999999,0.0,36.382126,18.439579,126.9,48.584362,40.14806,80.084633,41
86,3,0,13.345277,0,2,0.14285715,3.3745749,7,0.12899999,-0.89102,23.931637,0.0,36.764713,0.0,0.0,122.18246,58.282413,18.439579,0.0,18.439579,0.0,0.0,43.824806,18.439579,64.07,9.4210396,0.0,40.73045,17
87,7,0,37.677795,6,17,0.5151515,6.8264999,19,-3.194,-2.39641,74.53878,68.952103,35.419662,0.0,81.401527,315.30118,163.22261,31.552702,151.13724,36.879158,3.185575,37.736813,25.385227,68.431854,222.81,81.401527,77.697189,153.18373,42
88,5,0,40.297417,2,11,0.36666667,8.6153212,16,2.773,-3.3803899,136.33875,8.6190128,70.224915,0.0,27.133842,246.8485,29.010639,13.004248,62.706287,46.311485,7.5963712,132.07884,10.999887,33.930508,84.860001,18.574432,27.65803,51.39085,41
89,5,0,32.598141,1,4,0.125,8.75401969999999,11,4.1160002,-5.5075498,67.918304,27.42329,78.6771469999999,6.51279929999999,13.566921,199.90076,0.0,74.601776,30.741484,25.385227,5.9423227,0.0,18.684622,7.7454643,89.260002,37.6991,21.221298,64.832939,53
90,3,0,17.502069,1,2,0.10526316,3.3164966,9,1.45852989999999,-2.0613899,46.684155,32.919601,68.134659,0.0,17.047728,149.27003,18.01075,53.480904,0.0,36.879158,0.0,0.0,50.35659,38.778248,62.200001,17.047728,15.681574,28.41288,24
91,4,0,34.085762,3,3,0.0882352959999999,8.7227821,12,3.448,-5.42939,122.31136,0.0,107.47119,0.0,27.133842,223.66322,24.259378,13.433075,50.068192,62.264381,30.233366,0.0,29.920227,50.312233,72.879997,13.566921,23.167019,46.383339,57
92,4,0,29.712933,3,3,0.09375,7.751585,12,2.5239999,-4.77497009999999,125.34255,0.0,69.97583,0.0,27.133842,226.69441,24.259378,13.433075,42.104252,99.143539,30.233366,0.0,29.920227,87.191391,72.879997,13.566921,23.167019,46.383339,53
93,7,0,22.787691,2,7,0.23333333,5.6329932,14,1.788,-4.85113,28.677008,63.347279,30.902948,14.230966,13.566921,197.95308,68.781204,64.157227,0.0,25.385227,29.804539,0.0,84.341515,12.57542,144.67,24.932074,56.289135,90.564911,43
94,3,0,15.641484,0,2,0.125,3.7103434,7,0.70300001,-1.5132101,22.416044,9.0208454,43.257484,0.0,0.0,125.42233,58.282413,18.439579,13.102986,0.0,0.0,0.0,58.784916,0.0,64.07,9.4210396,0.0,40.73045,22
95,6,0,48.304661,2,8,0.18604651,13.094921,18,4.862,-5.2330999,157.56126,0.0,81.749176,0.0,27.133842,290.15424,25.385227,22.37719,55.6883699999999,80.703964,15.927875,22.850374,34.758167,68.322983,84.32,13.566921,27.65803,54.267685,65
96,6,0,47.353867,3,12,0.34285715,10.157398,17,3.9319999,-5.6764598,116.6507,25.857038,92.526184,0.0,39.467537,282.70148,61.907825,18.456482,55.6883699999999,83.190643,7.5963712,188.68405,14.124202,73.137581,128.74001,16.070677,38.848595,84.37207,47
97,3,0,13.525277,0,2,0.10526316,3.8745749,8,1.35,-4.17117979999999,30.659922,0.0,36.764713,0.0,13.302238,133.2616,98.691559,33.57106,0.0,0.0,3.185575,0.0,33.57106,0.0,103.84,11.365152,26.872137,64.592621,29
98,3,0,20.683691,3,2,0.095238097,4.7247448,9,1.228,-3.3134301,38.784641,17.238026,41.912434,0.0,27.133842,134.50223,32.897186,20.514336,38.844074,18.439579,27.047791,37.736813,19.909843,35.829597,84.989998,32.816418,47.602329,50.558907,30
99,4,0,48.583416,1,9,0.25,8.6429968,19,1.601,-3.3643601,206.63597,17.238026,110.82393,32.016521,13.566921,284.64502,0.0,77.602661,47.049965,55.318733,9.5567245,0.0,6.16143509999999,60.577518,88.75,45.583443,26.647949,56.948597,50
100,2,0,17.149691,4,3,0.23076923,3.8973768,7,1.535,-1.192,49.749577,0.0,37.702133,22.301268,13.566921,98.317719,0.0,8.8119249,23.862217,43.824806,0.0,18.868406,3.1243138,24.12719,40.540001,13.566921,8.458519,27.133842,19
101,7,0,29.195347,1,4,0.11428571,9.4956017,14,3.141,-5.89709,62.471806,0.0,65.981789,18.842079,13.566921,173.458219999999,3.1243138,88.696342,40.402702,0.0,11.455817,18.868406,83.437561,5.2587838,100.55,47.512615,46.521217,70.093155,52
102,6,0,38.970211,3,11,0.28947368,10.307228,15,0.69999999,-4.1791301,71.849991,17.238026,77.332092,0.0,46.383339,261.10803,83.805122,53.6969449999999,83.532555,36.879158,3.185575,37.736813,19.909843,52.655506,143.44,46.383339,38.848595,93.233467,53
103,3,0,24.045519,1,3,0.10344828,8.75401969999999,10,5.0710001,-5.66184,55.663403,0.0,90.932053,0.0,19.249496,158.9622,0.0,26.430086,32.983234,25.385227,5.9423227,0.0,33.644737,7.7454643,55.119999,5.6825762,14.708499,32.816418,47
