,a_acc,a_base,bpol,b_double,b_rotN,b_rotR,chi1_C,diameter,logP(o/w),logS,PEOE_VSA+0,PEOE_VSA+3,PEOE_VSA-0,PEOE_VSA-2,PEOE_VSA-5,PEOE_VSA_POS,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA8,SMR_VSA1,SMR_VSA6,TPSA,vsa_acc,vsa_other,vsa_pol,weinerPol
0,0.028439706774690494,-0.030471381766800257,-0.2651456692372372,0.9932718245078218,-0.6473674861266943,-0.8897825065341692,-0.3739587692457198,-0.4285529730435636,-1.0662459138250102,0.6367448169700038,0.7872525036726431,-0.7634643032236014,-0.7198070337609108,-0.3616055147274471,0.7761692775168378,0.12449247065999687,-0.1987045155495472,-0.6217071235359882,0.22864566556443106,1.2747336009385772,1.1264732067464878,0.10959370521424804,-0.6579692891488107,1.0343131632570834,-0.037041609390330826,-0.5260522821452783,-0.2633641269557262,0.10499844304370257,0.2425714581884814
1,-0.4360755038785888,-0.030471381766800257,0.3413552047236593,-1.1034912828409351,-0.4534091342521594,-0.41753739906437776,-0.8377358237281177,-0.4285529730435636,-1.4214142724613639,1.2722954552519354,1.2848758755754477,-0.18206275928155444,0.4848805151036063,3.4876610256274105,-0.9753355317399204,0.09509919530177846,-0.9300156006141509,0.9322446101967178,-0.17206743792876736,0.2487128372022086,-0.691608130192893,-0.632521955520854,-1.0134417016626018,0.2737027091051906,-0.3668007218066085,0.5363145679787221,-0.7008111519970881,-0.2112494115722954,-0.2078885451313862
2,-0.4360755038785888,-0.030471381766800257,-0.9064510655826964,0.9932718245078218,-0.6473674861266943,0.12736072339697022,-1.3198378706734095,-1.0231219626715706,-1.5538499595331774,1.73962162148099,-0.38644526129606455,-0.7634643032236014,-0.28181358642349275,-0.3616055147274471,-0.09958312711154127,-0.827579237398407,-0.16249887529807155,-0.8040527989301836,-0.15245071003405222,0.4695412728683279,-0.9343196392547783,-0.2614641349860843,-0.1911343768414555,0.02873151511664368,-0.3388846457696934,-0.5260522821452783,-0.9428931902060206,-0.10193991418535403,-1.1651160521861048
3,0.028439706774690494,-0.030471381766800257,-0.12857655510450347,0.9932718245078218,-0.6473674861266943,-1.0116522141555249,0.2552850296859381,-0.4285529730435636,-0.3564562215878938,-0.06785612295638126,0.7064747833914979,-0.7634643032236014,-0.24351634799527536,-0.3616055147274471,0.7761692775168378,0.2515839985670951,-0.1987045155495472,-0.6217071235359882,0.11283132459180995,1.2747336009385772,1.3691847158083732,-0.632521955520854,-0.6579692891488107,1.0343131632570834,-0.037041609390330826,-0.5260522821452783,-0.2633641269557262,0.10499844304370257,0.693031461508349
4,-0.4360755038785888,-0.030471381766800257,-0.6005330393489423,1.6921928602907406,-0.2594507823776246,0.8221058805376564,-1.1171835444279976,-0.6267426362528993,-1.6589228970003622,1.5514245974650298,0.07235324673117062,-0.18206275928155444,0.02087125529349401,-0.3616055147274471,0.7761692775168378,-0.5017318587392802,-0.3996511588678769,-0.5965468025071152,0.541574690471597,0.4113234615505281,-0.9343196392547783,-0.2614641349860843,-1.065762530033047,0.09488507410677773,-0.11779892371361778,0.2551596210207066,-0.34462801364214857,0.10499844304370257,-0.9398860505261709
5,0.4929549174279698,-0.030471381766800257,0.12767085554481894,0.9932718245078218,-0.4534091342521594,-0.7008844125437851,-0.2633803556912711,-0.4285529730435636,-0.8599307683436433,0.4509490849635024,1.0596256496437388,-0.7634643032236014,-0.5241876245197792,-0.3616055147274471,0.7761692775168378,0.5501304624525534,0.15503562876334415,-0.6217071235359882,0.34446000653705233,0.8430286248920418,1.1264732067464878,0.10959370521424804,-0.27897678392805,0.5942701771966951,0.19301727775503014,-0.3818807350548771,-0.2633641269557262,0.19617600963644455,0.693031461508349
6,-0.4360755038785888,-0.030471381766800257,0.5320427695861024,-1.1034912828409351,-0.2594507823776246,-0.19957809907737092,-0.4221877687536474,-0.4285529730435636,-0.6815256766024855,1.0150087207509344,1.0066668959997236,-0.18206275928155444,0.5514209869339657,3.791779152568545,-0.9753355317399204,0.005461920974763211,-0.4512898026386915,0.9322446101967178,-0.17206743792876736,-0.18299213884432647,-0.4488966211310075,-0.632521955520854,-1.0134417016626018,-0.16634008604286055,-0.14770898381735892,0.5363145679787221,-0.7008111519970881,0.08281975088743067,-0.09527354430141928
7,-0.4360755038785888,-0.030471381766800257,-0.7269336208078131,1.6921928602907406,-0.4534091342521594,0.4325038113820696,-1.3500544110619717,-0.8249322994622349,-1.4941991773252443,1.5965019438798314,-0.08217833849089161,-0.7634643032236014,-0.5439735578813328,-0.3616055147274471,0.7761692775168378,-0.5394404137967916,-0.9788502656390924,-0.4984250505022939,0.8615030354632247,-0.02038151449600688,-0.9343196392547783,-0.2614641349860843,-1.065762530033047,-0.2858155085555755,-0.18758931320680472,0.2551596210207066,-0.14769126502159002,-0.10193991418535403,-0.9961935509411544
8,-0.4360755038785888,-0.030471381766800257,-0.7698820139125392,0.9932718245078218,-0.8413258380012291,-0.6199281108347955,-1.2034024702893351,-1.2213116258809062,-1.3201721191726703,1.516892041185807,-0.3521968640408437,-0.7634643032236014,0.5857158274380568,-0.3616055147274471,-0.09958312711154127,-0.8951039570782977,-0.16249887529807155,-0.8040527989301836,-0.15245071003405222,-0.02038151449600688,-0.9343196392547783,-0.632521955520854,-0.1911343768414555,-0.4706535879732738,-0.3388846457696934,-0.5260522821452783,-0.9428931902060206,-0.10193991418535403,-1.1088085517711213
9,-0.9005907145318681,-0.030471381766800257,-1.179589168923011,0.9932718245078218,-1.2292425417502988,-1.83427263646964,-1.649166999786542,-1.6176909522995775,-1.4159417291074967,1.7392427376346662,-0.9124299600545868,-0.7634643032236014,0.15617977052757626,-0.3616055147274471,-0.09958312711154127,-1.3667230845375695,-0.9788502656390924,-0.8040527989301836,-0.15245071003405222,-0.4520865841900313,-0.9343196392547783,-0.632521955520854,-1.065762530033047,-0.9106964761910892,-0.8431196446810449,-0.5260522821452783,-0.9428931902060206,-0.5959970188139327,-1.3903460538460386
